	chao1	observed_features	shannon_entropy	simpson_e	faith_pd
PV154	165.6153846153846	151	4.8642927033730965	0.0942979742509348	13.76981055950023
PV155	221.3636363636364	220	6.797736737581612	0.3243676388008051	18.98652563936276
PV156	183.1	174	5.987035549939171	0.2080977250889875	15.75198266699933
PV157	126.0	126	5.494622344933419	0.1908645769866089	12.05963328414035
PV158	191.0909090909091	187	5.490316307304199	0.083187861472159	16.13632473680018
PV159	105.5	103	4.104619404909134	0.0596253387698588	11.30850349004898
PV16	66.0	65	3.7959014382730665	0.0999404135266471	8.679054317831596
PV160	177.5	177	5.8732306665821765	0.1712859859266912	15.80997300688835
PV161	219.5	208	5.768726040433172	0.1110750971089587	15.90738584336745
PV162	205.0	194	6.283446952331637	0.2314218410731242	16.77359317717737
PV163	162.75	162	5.591269999409447	0.1392426138630158	14.57179892591351
PV164	204.57142857142856	191	5.93914400178765	0.1970775682724981	16.59860161133568
PV165	153.1	151	5.417544331633821	0.1473637816064512	15.74972204187825
PV166	160.5	153	5.168355189782479	0.1102798240033702	14.21143878855677
PV17	111.66666666666669	110	4.4926655354132725	0.0910974439842727	10.75458699373257
PV18	110.0	101	5.102317960737776	0.197899083539239	10.52073845226312
PV19	110.0	108	5.129899309302142	0.1983317224037513	11.27570748040097
PV2	214.25	195	5.897668898725677	0.1568621102678517	15.89671699055808
PV20	167.25	159	5.940916083047777	0.2218657460906634	12.85084836134752
PV21	249.5	232	6.4116933864978245	0.2226353384192506	17.34985594320148
PV22	254.7	247	6.223885536264611	0.1607569336675898	17.82542920189534
PV23	153.0	148	5.56085779406617	0.1674101350765416	12.94814354583719
PV24	168.66666666666666	157	5.185071739545869	0.1029904647081575	14.28659018662915
PV25	150.2	137	5.125635760143248	0.0975376375651088	11.47681492561281
PV26	180.4	178	5.469873649972868	0.106904716044675	15.36012270915368
PV27	133.66666666666666	132	5.382812683596672	0.169906816849069	12.63662458921177
PV28	173.33333333333334	162	4.946996168924878	0.0679238369038693	13.71445657689561
PV29	141.1764705882353	135	5.070664271736904	0.1403702335093927	13.24340949903702
PV3	160.1578947368421	153	4.132316256823671	0.0468248588144583	15.95266945680215
PV30	123.42857142857144	122	5.030977677786405	0.1368047797926513	12.637688514271
PV31	207.66666666666663	186	6.075770659851682	0.1917230608546787	15.33436426035273
PV32	161.875	150	5.097406271017726	0.1272804358387596	13.76853247940094
PV33	140.42857142857142	131	5.580544754473472	0.2252367204146049	11.5289535848193
PV34	121.875	115	4.888327125708723	0.1476943937733697	10.56401983214532
PV35	269.75	254	5.8145928694559	0.0758558159351951	17.99654194358759
PV36	167.5	165	6.059561512436109	0.2045205337184209	14.69722351906251
PV37	177.5	176	6.063540352746257	0.2144532279911628	14.31159259325105
PV38	150.0	144	5.058025919131879	0.0836032178972204	12.99181608633313
PV39	170.2	165	5.316714988800411	0.1137125510455641	15.11753007285225
PV4	157.42857142857142	133	4.966218175444361	0.119806153739095	14.12536005098104
PV40	118.66666666666669	118	4.784300447937971	0.0909319740230192	11.06292559573646
PV41	224.0434782608696	214	5.894218699584934	0.1416263780692709	18.29320158987578
PV42	172.05882352941177	165	5.626555153830475	0.1567845225329618	12.71029508596742
PV43	174.0	171	5.74838413077589	0.1669994464636347	12.80425514193101
PV44	103.875	102	4.374776503831797	0.0849794689263156	11.17025160233594
PV45	132.5	115	4.463948721149274	0.0990722448977125	10.27887726979511
PV46	191.6875	181	5.493014276444102	0.1172075577843046	14.43211146003832
PV47	171.58333333333334	164	5.418708588653807	0.1357961836166467	12.98505470188213
PV48	229.55555555555557	222	6.350675129440609	0.2059049571873764	19.24780979373533
PV49	219.7142857142857	210	5.833351990710495	0.1227612702334511	18.49537848313022
PV5	288.1875	261	6.232650276757994	0.1148365346141832	19.72282227967401
PV50	143.92857142857142	140	4.626808333165382	0.0600987643862318	14.50110702513143
PV51	112.625	107	4.79800906105217	0.1416449237459369	10.57986097650475
PV52	196.58333333333331	192	5.521231514980007	0.1017934540782855	15.76146485782192
PV53	210.0	189	5.373359829078265	0.0987676602971817	16.35527259198386
PV54	248.83333333333331	238	5.395252230241565	0.0556478617553971	18.76623440806571
PV55	160.0909090909091	153	5.125406924352276	0.1061337502572708	12.71381441550759
PV56	131.875	130	4.993669042343978	0.1094385352256161	11.08786227984029
PV57	191.0	184	5.920666850513441	0.1594656121082417	14.14682483724832
PV58	170.14285714285714	168	5.633064826382263	0.1570789448617717	15.80319603276483
PV59	190.0909090909091	183	5.991529690763377	0.193138287226106	14.13869444451576
PV6	269.6923076923077	260	5.940519570651422	0.0804500724597712	21.0910503772196
PV60	317.5	286	6.765961050148207	0.1946854243321456	21.57505871388135
PV61	193.42857142857144	187	6.1217033069688815	0.1997853146965334	16.61146556026682
PV62	252.66666666666663	240	6.309430338002255	0.1429806127439878	19.86810900386272
PV63	192.3684210526316	190	5.306058862323344	0.0802144111959809	15.63165900211651
PV64	134.92857142857142	124	4.39750637266348	0.0628934871273308	13.67339667158067
PV65	163.5	159	5.632924602579114	0.1617584635756675	13.3722398618772
PV66	97.0	97	5.599781410506406	0.3199737283650483	11.2239936886815
PV67	207.27272727272728	190	5.79458242543902	0.152008160041244	14.99907681955048
PV68	104.0	101	4.412226517731638	0.0907716810683684	11.02657735399441
PV69	116.8	114	4.822014692876185	0.1439742364899385	11.11030003073246
PV7	146.1	144	5.784615852104514	0.2343064360791423	11.2696776430717
PV70	234.75	226	6.087078574319256	0.1563670827851181	18.18445122344253
PV71	236.45454545454544	218	5.645590543547376	0.1148263935851289	19.32093788383315
PV72	194.07692307692307	189	5.653836143555653	0.1132744237911867	15.51786073503819
PV73	171.0	170	5.438468097714739	0.1138479085752111	15.5238300817387
PV74	179.875	173	6.087410284174566	0.2435967737926353	14.50386313592176
PV75	102.625	97	3.8108438955179422	0.0802307566213332	12.01758362016118
PV76	161.75	153	5.394496936457165	0.1470469274329824	14.28653905502777
PV77	154.0	151	5.572571698430348	0.1580064905084537	14.60870313222957
PV78	111.0	108	5.104631429882547	0.1485261412365494	12.00037499722424
PV79	145.9090909090909	109	3.620467672219871	0.0600424872648383	12.73837010960972
PV8	174.57142857142858	169	5.75796351768352	0.1892719500374442	13.3170449434703
PV80	254.31578947368425	241	6.376063797878264	0.1870912724548161	19.35643764962899
PV81	89.42857142857143	88	4.594663824838321	0.1388094929435805	11.21354182974694
PV82	161.0	156	5.299855934486647	0.1007530939119024	14.5429952570628
PV83	244.66666666666663	241	6.815537465491046	0.2781255676195178	18.79760953412163
PV84	163.75	154	5.610635535750585	0.1530296348008977	13.6422674872092
PV85	96.75	96	4.300767636280679	0.0899192803971479	9.37358067653934
PV86	269.5769230769231	263	6.223581226535901	0.1045810184046026	20.2959548279979
PV87	222.125	218	6.179759097963238	0.1807444180086855	16.53891056493073
PV88	136.75	133	5.244831897649722	0.1590529124345801	12.94859161030878
PV89	195.11111111111111	185	6.088530964588286	0.209093973648221	16.13250750164723
PV9	93.14285714285714	91	4.44856043238137	0.1164586330003205	10.19427569569557
PV90	140.16666666666666	140	5.903532942099943	0.2653167351183843	11.80383434702882
PV91	55.25	50	2.623774636140875	0.0732227001793297	7.765021243996369
PV92	160.0909090909091	153	5.451400824855764	0.1503324709330739	13.22928560882732
PV93	149.75	149	5.57864303544303	0.1901359000909161	14.13253371825256
PV94	118.66666666666669	117	5.078303470255984	0.1290764458451614	11.30351634715774
PV95	108.71428571428572	104	3.9816405058094704	0.0653770860363707	10.60270198013146
PV96	200.875	194	5.89815278846797	0.1459014303942793	15.9667964379126
PV97	111.0	110	4.718074792929179	0.1139479543174446	11.35701905772427
PV98	144.875	143	4.957369326892276	0.0984640440169881	13.16418129130659
PV99	124.2	120	4.02953319282107	0.0532437951597897	13.28931305419573
