#OTU ID	CT21	CT25	CT27	CT29	CT34	CT39	CT44	CT48	PD103	PD11	PD117	PD12	PD125	PD126	PD129	PD13	PD135	PD138	PD139	PD14	PD140	PD143	PD144	PD147	PD148	PD149	PD15	PD150	PD151	PD152	PD155	PD156	PD159	PD163	PD164	PD167	PD168	PD170	PD175	PD176	PD178	PD179	PD180	PD181	PD182	PD185	PD186	PD187	PD188	PD189	PD192	PD193	PD194	PD195	PD197	PD199	PD2	PD209	PD210	PD211	PD218	PD220	PD225	PD227	PD228	PD229	PD231	PD233	PD236	PD238	PD239	PD241	PD243	PD244	PD249	PD250	PD253	PD254	PD255	PD26	PD27	PD35	PD36	PD4	PD42	PD43	PD44	PD5	PD52	PD53	PD58	PD59	PD65	PD74	PD75	PD77	PD8	PD84	PD91	PV1	PV10	PV100	PV101	PV103	PV104	PV105	PV106	PV107	PV108	PV109	PV11	PV110	PV112	PV113	PV114	PV116	PV119	PV12	PV120	PV13	PV139	PV14	PV141	PV147	PV149	PV15	PV151	PV156	PV157	PV159	PV16	PV160	PV161	PV18	PV19	PV20	PV24	PV25	PV27	PV29	PV3	PV30	PV32	PV33	PV34	PV35	PV38	PV40	PV41	PV43	PV47	PV49	PV5	PV50	PV52	PV56	PV59	PV6	PV63	PV64	PV65	PV67	PV68	PV73	PV75	PV76	PV77	PV78	PV81	PV82	PV84	PV85	PV89	PV9	PV90	PV91	PV92	PV93	PV94	PV95	PV96	PV97	PV99
g__Ruthenibacterium	0	0	9	0	129	88	0	9	180	0	0	0	56	0	87	0	60	79	0	0	0	0	0	0	0	0	34	0	0	0	247	0	4	0	2	0	72	239	3	5	0	15	0	0	0	125	0	0	0	6	12	11	0	6	0	0	12	0	0	0	58	169	0	0	31	0	0	140	0	0	0	0	5	0	8	16	0	0	0	0	0	0	0	3	0	0	0	0	0	698	0	0	32	413	17	16	0	0	14	0	10	0	0	188	0	42	0	2	5	0	484	32	15	284	60	0	0	28	78	0	14	266	9	110	10	34	3	4	0	0	0	15	14	11	0	0	186	47	0	13	0	8	20	0	0	81	3	0	5	46	25	43	30	18	0	0	0	10	21	1972	0	22	0	8	0	7	67	25	0	9	188	375	0	9	23	14	4	0	11	0	13	0	4
g__Sarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	1015	0	4	0	0	0	0	9	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	640	5	0	1125	0	29	9	0	12	7	0	0	0	0	0	0	0	4071	0	0	2309	0	21	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	6	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	23	0	0	0	18	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Schaedlerella	9	0	0	0	13	84	79	0	50	0	146	299	0	81	0	43	87	0	45	7	0	0	0	0	21	0	71	0	0	0	16	14	0	0	0	0	0	0	21	0	0	18	0	0	0	0	0	0	8	0	0	0	175	13	0	50	0	0	0	96	0	96	0	0	26	0	0	15	88	16	0	247	22	0	0	12	0	0	0	0	0	4	0	0	158	0	0	0	96	0	0	0	59	0	0	0	0	12	0	0	22	105	0	271	12	8	0	29	0	21	0	127	0	0	0	0	24	23	28	20	102	0	45	112	0	0	0	0	0	0	0	0	0	37	34	25	0	195	18	7	0	0	19	0	0	0	36	0	0	18	70	0	0	0	0	0	27	0	0	61	0	17	0	0	0	33	0	106	31	38	24	15	0	0	47	0	0	37	66	0	0	33	0
g__Sellimonas	0	0	85	0	165	285	0	0	1202	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	490	0	0	0	0	0	236	0	0	0	9	178	0	0	0	432	0	0	0	12	0	0	0	0	58	76	0	0	0	0	23	0	0	107	32	488	0	0	19	0	0	0	0	0	0	124	20	0	155	0	0	0	0	0	0	0	0	7	323	0	0	0	0	0	0	0	9	320	12	8	0	0	0	55	0	0	0	310	69	0	0	0	0	0	124	0	0	57	0	12	0	69	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	563	90	0	86	0	116	41	0	0	367	0	51	0	0	222	115	0	67	0	0	5	0	18	11	0	20	0	0	0	21	0	0	0	0	387	0	0	0	38	0	0	0	82	0	9	42	0
g__Streptococcus	238	35	92	26	69	335	1209	4	106	201	17	41	18	0	1777	153	87	41	137	36	71	37	46	7	46	434	189	22	57	101	155	58	30	408	0	355	130	155	12	69	55	2241	303	19	424	46	118	226	233	1196	16	55	9	55	2635	0	0	22	84	200	4	13	3315	67	267	742	771	203	1511	393	349	1012	49	139	875	193	30	4135	851	446	557	84	167	105	288	2907	221	31	224	32	367	51	208	2001	1888	179	11	7	10134	246	677	9	32	141	55	39	158	0	24	19	54	8	20	82	26	542	71	297	1729	81	256	46	98	155	281	181	42	0	0	8	0	54	44	414	131	205	115	43	28	53	260	0	133	1036	213	145	227	168	32	92	171	145	53	82	127	154	11	84	0	42	1533	136	179	126	5920	1542	174	115	38	23	676	225	1006	131	0	52	91	190	10	85	632	32	7208
g__Sutterella	0	202	0	0	715	0	0	0	17	0	3451	0	0	0	0	0	0	15	0	60	0	2	111	75	0	85	0	0	0	0	1899	5	0	40	302	0	217	815	5	111	445	0	0	0	290	0	0	0	0	2	0	0	0	0	0	43	0	0	0	0	0	65	0	195	0	0	3695	0	0	307	161	0	0	27	0	528	0	228	77	100	0	0	0	0	0	2499	8	14	0	7	0	7	0	2	147	4	0	0	0	1052	1570	0	213	1675	1288	339	4	0	8	3	0	2344	0	0	0	0	0	797	12867	456	950	70	0	0	0	465	1069	309	0	158	0	0	81	0	0	0	0	0	0	1845	0	827	0	0	37	0	0	0	783	232	0	33	0	0	2	0	0	488	589	607	48	0	0	4	0	128	155	0	349	181	0	0	0	1159	0	2539	5	0	0	0	105	530	0
g__Terrisporobacter	0	0	0	0	0	0	25	0	10	79	8	0	0	8	0	0	0	0	0	0	0	0	0	14	25	320	0	27	0	0	612	10	0	0	0	8	0	323	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	51	0	0	0	0	0	34	0	27	26	0	24	0	0	0	359	70	449	33	126	0	0	0	0	0	0	6	8	0	0	0	0	0	0	547	0	0	138	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	134	0	0	50	301	0	380	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	67	0	46	0	0	0	0	28	24	10	23	11	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	21	0	0	0
g__Thomasclavelia	0	0	50	15	44	74	0	0	0	0	60	379	46	0	320	82	14	261	38	0	42	5	0	639	5	14	208	0	72	111	362	4	17	560	0	32	2	554	24	0	11	37	0	0	0	18	0	144	0	251	12	0	4477	0	0	0	38	0	105	32	47	985	0	0	15	51	226	50	58	0	260	33	50	0	58	0	215	44	0	88	0	0	1216	326	143	113	379	3	58	564	0	214	136	392	65	40	25	184	252	3	224	95	11	716	8	5	3	13	70	3	59	3	160	224	96	0	63	17	1038	0	33	0	0	70	316	5	309	0	0	0	80	0	8	69	27	5	300	135	26	43	267	13	160	635	3	50	14	8	11	2	242	43	0	4	3	3	15	0	81	54	6	0	19	4	0	193	0	1	48	0	71	598	0	192	0	902	8	0	22	504	26	12	40
g__Turicibacter	0	0	0	0	18	52	0	2	193	12	0	0	0	0	0	11	3	0	0	0	0	11	0	5	12	920	68	0	0	0	55	78	0	0	0	0	0	0	0	0	0	1	0	0	0	13	7	0	0	0	0	0	317	71	0	0	0	0	0	136	0	0	8	33	20	21	0	0	730	18	463	86	0	0	6	110	0	0	0	5	19	0	0	0	0	0	0	53	74	0	134	0	0	769	291	211	0	0	3	0	28	0	0	65	25	0	23	0	0	0	393	0	0	0	96	0	0	40	71	0	200	225	4	0	0	8	0	49	0	0	0	112	0	0	4	0	5	0	0	0	30	0	26	43	2	397	4	0	0	0	93	31	39	8	13	22	58	238	19	0	68	46	1	0	0	0	42	47	0	21	0	0	0	0	0	0	5	0	0	0	0	0	0
g__Tyzzerella	16	86	0	0	0	0	0	0	0	0	0	5	0	0	0	0	217	0	0	0	265	0	71	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	32	25	118	35	0	0	0	0	0	0	0	0	0	0	207	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	5	114	0	0	0	0	0	105	13	0	32	0	0	0	0	46	0	42	0	36	0	0	87	0	0	0	65	91	0	118	133	16	85	0	0	0	0	23	0	0	0	0	0	115	0	0	0	0	9	0	149	7	0	0	0	0	0	0	5	0	0	0	69	0
g__UBA3402	0	0	0	37	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	14	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	55	53	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
g__URXU01	0	0	0	0	0	0	0	0	0	0	0	0	0	9	363	0	0	9	0	0	0	7	0	0	1138	0	0	0	7980	5	0	5	0	0	0	0	0	0	19	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1939	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1213	0	0	0	0	9	0	0	0	0	0	0	0	0	0	15612	0	1363	0	0	0	0	13134	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6900	0	1112	7311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	523	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1462	0	0
g__Veillonella	12	7	0	8	0	0	186	0	0	19	0	70484	0	22	1398	30	0	1983	0	0	0	19	0	24	0	111	0	36	129	455	548	5	0	269	0	170	0	25	0	30	0	512	42	11	41	11	0	50	0	92	0	0	62	0	51	4	29	0	0	0	0	13	181	0	5	74	396	9	53	77	1753	287	18	6	28	12	1067	161	140	0	10689	349	6213	0	139	1413	158	18	1331	669	37	0	0	3960	2029	12	11	44	378	1285	1402	7	0	35	98	0	52	0	476	0	0	0	0	23	89	0	408	79	7499	0	833	2	0	14	0	7	16	13	0	0	70	7	10	0	34	13	0	0	85	0	22	5	122	316	52	0	22	9	9	10	37	18	0	6	16	107	0	0	63	0	13	56	0	0	210	342	5	30	36	10	21	19	453	632	0	84	26	25	0	4471	0	46	1762
g__Vescimonas	0	10	13	0	0	0	0	11	0	54	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	28	0	190	795	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	17	94	0	0	0	9	17	0	0	0	0	0	138	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	9	0	0	0	69	0	0	0	0	0	10	0	0	0	0	0	84	9	11	0	31	24	25	0	0	0	0	115	0	0	13	66	616	0	0	200	0	13	45	0	0	0	112	0	0	0	0	303	0	0	16	19	5	0	19	1182	0	0	10	0	0	0	278	153	0	0	22	15	92	0	17	0	0	0	0	149	0	0	0	28	0	0	62	0	0	0	0	6	0	0	0	0	0
g__Weissella	5	1	39	10	0	0	356	8	0	0	2	10	25	0	255	104	0	8	18	14	16	0	0	23	62	0	5	0	0	6	0	0	0	0	0	4	7	152	0	0	4	2641	0	7	0	0	4	0	0	0	0	0	18	3	362	7	0	5	11	0	0	46	2552	0	0	6	0	102	0	4	177	0	7	4	0	0	0	8	0	37	33	0	0	0	0	0	0	7	0	0	4	0	8	35	106	0	9	0	741	4	0	0	0	0	0	0	0	0	36	0	0	5	6	0	0	3	0	0	94	0	72	0	0	0	76	32	14	0	11	0	0	12	23	0	52	184	23	179	0	2	0	0	9	0	145	8	180	9	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	7	0	0	0	7	54	0	6	0	0	0	0	0	15	221	69	5	14
g__Wujia	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	5	0	0	0	0	0	0	0	103	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
